name,price,listings
Inscribed Grip of the Drowning Trench,$ 0.23,4 on sale
Ravenous Woodfang,$ 0.48,9 on sale
Autographed Pelt of Odocoeleus,$ 2.82,2 on sale
Autographed Pack of the Ardalan Interdictor,$ 4.7,2 on sale
Inscribed Helm of Madness,$ 3.14,1 on sale
Inscribed Arms of the Frostshard Ascendant,$ 2.19,3 on sale
Autographed Jagged Honor Blade,$ 7.8,16 on sale
Inscribed Trappings of Golden Nirvana,$ 2.99,2 on sale
Inscribed Keeper of Oloxicam's Glass Head,$ 2.82,3 on sale
Corrupted Apogee of the Guardian Flame,$ 7.53,9 on sale
Inscribed Dragon Scale,$ 1.24,4 on sale
Inscribed Cloak of the Dark Reservoir,$ 7.86,1 on sale
Shadow Flame,$ 0.55,18 on sale
Heroic Tail of the Ember Crane,$ 0.33,5 on sale
Giant Hunter,$ 3.85,5 on sale
Inscribed Armour of the Exiled Ronin,$ 1.55,2 on sale
Autograph: Nikey,$ 1.41,2 on sale
Autographed Beetlejaws the Boxhound,$ 0.48,3 on sale
Inscribed Key to the Bone Ruins,$ 1.26,4 on sale
Inscribed Bracers of the Ardalan Interdictor,$ 5.5,3 on sale
Unusual Naked Greevil,$ 0.52,35 on sale
Inscribed Commodore's Curtains,$ 1.57,1 on sale
Wings of the Daemon Prince,$ 0.5,5 on sale
Inscribed The Leech Queen Weapon,$ 2.48,1 on sale
Heroic Cowl of the Malignant Corruption,$ 0.79,4 on sale
Heroic Grievous Grapnel,$ 0.55,10 on sale
Heroic Snowball Stinger,$ 0.78,7 on sale
Heroic Infesting Claws,$ 1.89,4 on sale
Heroic Penumbral Hood,$ 1.28,7 on sale
Heroic Hellstrider,$ 0.97,5 on sale
Autographed Reaper's Wreath,$ 2.5,34 on sale
Heroic Headdress of the Slithereen Nobility,$ 0.94,9 on sale
Inscribed Hidden Vector - Hat,$ 3.03,5 on sale
Inscribed Hidden Vector - Blade,$ 9.1,9 on sale
Inscribed Hidden Vector - Belt,$ 2.62,7 on sale
Inscribed Hidden Vector - Armor,$ 2.34,4 on sale
Iron Cage,$ 0.17,4 on sale
Cursed Shade of Anguish,$ 0.94,7 on sale
Spear of the Sol Guard,$ 0.75,6 on sale
Autographed Wrap of the Shifting Sorcerer,$ 1.57,2 on sale
Cursed A Dire Gaze,$ 0.2,6 on sale
Inscribed Red Mist Reaper's Shawl,$ 0.47,2 on sale
Frozen Helmet of the Chosen Larva,$ 0.28,1 on sale
Inscribed Crown of Omoz,$ 0.31,2 on sale
Frozen Helmet of the Cryogenic Embrace,$ 0.71,1 on sale
Heroic Nightsilver Locks,$ 0.69,7 on sale
Heroic Penumbral Warblade,$ 0.94,9 on sale
Heroic Virulent Matriarch's Spiderling,$ 1.38,2 on sale
Auspicious Flaming Scepter of Ancestral Luck,$ 1.38,1 on sale
Inscribed Hollow Jack,$ 1.56,1 on sale
Heroic Arcane Drapings,$ 1.4,5 on sale
Worldforger,$ 0.18,13 on sale
Inscribed Hunter of Kings,$ 0.59,17 on sale
Genuine Infernal Chieftain,$ 2.91,7 on sale
Heroic Golden Reel Guardian Totem,$ 7.86,1 on sale
Genuine Golden Krobeling,$ 8.99,9 on sale
Inscribed Shadow in the Deep Dagger,$ 1.54,8 on sale
Amusements of the Ageless Fae,$ 0.96,51 on sale
Mistress of the Long Night,$ 0.89,8 on sale
Genuine Arms of the Bogatyr,$ 1.09,6 on sale
Guardian of the Red Mountain,$ 1.28,1 on sale
Pauldrons of the Daemon Prince,$ 0.76,20 on sale
Autographed Pachyderm Powderwagon Elephant,$ 1.04,1 on sale
Inscribed Pachyderm Powderwagon Remote Mine,$ 0.9,10 on sale
Inscribed The Leech Queen Off-Hand,$ 2.48,1 on sale
Heroic Helm of Tarrasque,$ 4.09,5 on sale
Inscribed Flow of the Flowering Shade,$ 0.75,2 on sale
Autographed Leviathan Whale Blade,$ 9.26,19 on sale
Inscribed Hat of the Brine Lords,$ 2.67,1 on sale
Inscribed Pauldrons of the Burning Nightmare,$ 1.1,2 on sale
Autographed Frightful Revelries Legs,$ 2.98,1 on sale
Inscribed Frightful Revelries Tail,$ 2.44,1 on sale
Inscribed Edge of Extinction Boar,$ 0.55,2 on sale
Inscribed Headpiece of the Andestian Sentinel,$ 0.44,7 on sale
Inscribed Headdress of the Plaguemonger,$ 0.44,1 on sale
Autographed Off-Hand Sword of the Smoldering Sage,$ 1.41,2 on sale
Inscribed Pachyderm Powderwagon Elephant,$ 1.1,3 on sale
Inscribed Horns of the Obsidian Nightmare,$ 1.73,2 on sale
Inscribed Bracers of the Survivor,$ 6.1,8 on sale
Genuine Entropic Helmet,$ 0.94,4 on sale
Wings of Curious Coldspell,$ 9.33,9 on sale
Heroic Heavy Barbed Morning Star,$ 0.71,2 on sale
Heroic Words of the Awakened,$ 0.16,3 on sale
Autographed Baneful Devotion,$ 1.15,9 on sale
Autographed Mecha Boots of Travel Mk III,$ 0.56,15 on sale
Autographed Shatterblast Core,$ 0.57,10 on sale
Corrupted Shearing Deposition,$ 3.91,3 on sale
Autographed Mount of the Winged Sentinel,$ 4.24,5 on sale
Corrupted Span of Sorrow,$ 5.76,6 on sale
Autographed Sword of the Outland Ravager,$ 4.76,8 on sale
Form of the Fervid Monarch,$ 8.65,4 on sale
Inscribed Blueheart Spotter,$ 0.16,3 on sale
Inscribed Cyclone Wave Smasher of the Divine Anchor,$ 0.44,7 on sale
Heroic Storm-Stealer's Whip,$ 0.78,12 on sale
Inscribed Helm of Cruel Reprisal,$ 0.51,2 on sale
International 2018 Autograph: William 'Chobra' Cho,$ 0.63,6 on sale
Autograph: 李坏,$ 0.28,3 on sale
Inscribed Pulsar Remnant,$ 1.9,45 on sale
Inscribed Helm of the Umizar Crawler,$ 0.56,6 on sale
Ethereal: Trail of the Amanita,$ 10,4 on sale
Heroic Caustic Rack,$ 0.79,6 on sale
Wings of the Arctic Recluse,$ 0.45,17 on sale
Inscribed The Basher Blades,$ 3.88,11 on sale
Volatile Majesty,$ 2.48,33 on sale
Genuine Bow of the Lone Traveler,$ 0.18,6 on sale
Autographed Golden Chaos Fulcrum,$ 1.98,12 on sale
Revival of the Ice Witch,$ 0.96,35 on sale
Faeriesnap Spriteleaf,$ 0.92,15 on sale
Auspicious Lucentyr,$ 6.29,3 on sale
Pauldron of Heavenly Light,$ 1.39,1 on sale
Inscribed Mantle of the Blood Moon,$ 1.41,4 on sale
Autographed Controlled Burn,$ 0.61,7 on sale
Inscribed Armor of the Chaos Chosen,$ 0.56,2 on sale
Autographed Arms of the Breach Warden,$ 0.73,2 on sale
Inscribed Eye of the Lost Star,$ 0.69,3 on sale
Nomad of the Burning Decree,$ 0.63,35 on sale
Hyeonmu,$ 4.43,24 on sale
Autographed Onibi,$ 0.63,19 on sale
The Gifts of Zhuzhou,$ 2.08,11 on sale
Buttercup,$ 0.22,5 on sale
Autographed Barding of the Chaos Chosen,$ 2.48,1 on sale
Inscribed Barding of the Chaos Chosen,$ 1.55,1 on sale
Belt of the Silvered Talon,$ 0.32,2 on sale
Helm of the Silvered Talon,$ 0.39,3 on sale
Inscribed Eternal Jian of Hope,$ 0.28,3 on sale
Inscribed Belt of the Gleaming Seal,$ 0.47,1 on sale
Boilerplate Bruiser,$ 3.62,14 on sale
Shards of Malice,$ 2.83,8 on sale
Inscribed Vigilante Foxes,$ 0.31,12 on sale
Seismic Berserker,$ 0.89,21 on sale
Auspicious Foreteller's Drapes,$ 1.33,2 on sale
Sceptre of the Throne,$ 0.63,8 on sale
Helm of Forgotten Epoch,$ 0.22,15 on sale
Lantern of the Saccharine Saboteur,$ 0.8,66 on sale
Frozen Wraps of the Eastern Range,$ 4.72,1 on sale
International 2019 Autograph: Zhang BBC Hongsheng,$ 7.86,1 on sale
International 2019 Autograph: Shi 'SDN' Danni,$ 0.24,6 on sale
Grandfather's Ribs,$ 0.24,1 on sale
Inscribed Progenitor's Bane,$ 0.44,21 on sale
Deep Observer,$ 5.23,5 on sale
Advance of the Siege-Drake,$ 0.64,15 on sale
Inscribed Pauldron Perch,$ 0.51,7 on sale
Inscribed Regalia of the Wraith Lord Helmet,$ 1.57,1 on sale
Inscribed Starlight Finery,$ 2.64,1 on sale
Autographed Bracers of the Honored Servant of the Empire,$ 0.86,5 on sale
Autographed Touch of the Bewitching Flare,$ 1.05,7 on sale
Golden Effigy Block of The International 2015,$ 2.59,16 on sale
Inscribed Armor of the Foulfell Corruptor,$ 5,6 on sale
Inscribed The Sunbreeze Birthright,$ 4.24,18 on sale
Abyssal Hellclaw,$ 0.58,3 on sale
Cursed Watchful Sotdae,$ 0.57,1 on sale
Inscribed Spirit of Calm,$ 0.71,7 on sale
Mace of Heavenly Light,$ 0.6,1 on sale
Autographed Aghanim's Basher,$ 1.57,3 on sale
Genuine Crystal Dryad,$ 3.77,8 on sale
Inscribed Wise Cap of the First Light,$ 1.53,4 on sale
Necropolis,$ 0.2,10 on sale
Cursed Announcer: GLaDOS,$ 0.94,2 on sale
Ethereal: Luminous Gaze,$ 0.39,9 on sale
Ethereal: Searing Essence,$ 0.28,12 on sale
Visage of the Arctic Owlbear Clan,$ 0.45,9 on sale
Vestment of the Silvered Talon,$ 0.4,7 on sale
Whisper of the Tribunal,$ 0.86,17 on sale
Spanky the Daggerfish,$ 1.09,6 on sale
Autographed Astral Drift,$ 3.49,14 on sale
Autographed Maw of Eztzhok,$ 0.55,9 on sale
Autographed Golden Shadow Masquerade,$ 2.99,13 on sale
Autographed Unbroken Fealty,$ 1.07,11 on sale
Inscribed Pauldrons of the Demon Trickster,$ 6.11,5 on sale
Inscribed Bloodfeather Feast,$ 0.55,8 on sale
Inscribed Golden Profane Union,$ 0.73,38 on sale
Inscribed Form of the Monument of Ruin,$ 0.63,2 on sale
Inscribed Tail of the Frostbite Dunes,$ 0.91,4 on sale
Autographed Gifts of the Vanished Isle Back,$ 0.78,3 on sale
Corrupted Muh Keen Gun,$ 5.71,6 on sale
Autographed Bracers of Forlorn Precipice,$ 0.37,2 on sale
Inscribed Horns of Eternal Harvest,$ 8.61,4 on sale
Inscribed Armor of the Savage Monger,$ 1.81,4 on sale
Inscribed Emerald Frenzy Flail,$ 0.47,2 on sale
Inscribed Mentor of the High Plains Ceremonial Banner,$ 0.63,3 on sale
Autographed Gambits of Nishai Helm,$ 2.36,1 on sale
Inscribed Blackshield Protodrone Stinger,$ 1.41,3 on sale
Treasure of the Cloven World,$ 1.04,4 on sale
Inscribed Living Nelum,$ 2.83,1 on sale
Inscribed Wings of Malicious Efflorescence,$ 2.64,1 on sale
Pants of the Devilish Conjurer,$ 0.76,14 on sale
Autographed Staff of the Rambling Fatebender,$ 0.69,3 on sale
Axe of the Shattered Vanguard,$ 1,19 on sale
Autographed Markswoman's Cap,$ 0.79,2 on sale
Satchel of the Devilish Conjurer,$ 0.59,10 on sale
Crook of the Devilish Conjurer,$ 0.78,11 on sale
Golden Beetlejaws the Boxhound,$ 6.65,8 on sale
Head of the Sea Djinn,$ 1.06,2 on sale
Heroic Blade of the Blood Covenant - Off-Hand,$ 1.26,10 on sale
Inscribed Pachyderm Powderwagon Squee,$ 0.59,5 on sale
Braids of the Coastal Kingdom,$ 0.16,11 on sale
Corrupted Baneful Devotion,$ 5.14,6 on sale
Origins of the Storm Djinn,$ 0.95,8 on sale
Depraved Malformation,$ 0.64,9 on sale
Tricks of the Saccharine Saboteur,$ 0.34,5 on sale
Ire of the Hinterlands,$ 0.58,44 on sale
Inscribed Wibbley,$ 2.17,4 on sale
Autographed Trove Carafe 2018 Autographed by Zhang 'Dove' Tiange,$ 5.38,8 on sale
Autographed Trove Carafe 2018 Autographed by Luo '430' Feichi,$ 4.52,47 on sale
Autographed Trove Carafe 2018 Autographed by Zhang 'xiao8' Ning,$ 4.76,10 on sale
Hinterland Stalker,$ 1.07,4 on sale
Arctic Recluse,$ 1.96,15 on sale
Winter 2017 Treasure I,$ 2.17,57 on sale
Misgivings of the Emerald Age,$ 1.56,22 on sale
Inscribed Pauldrons of Rising Fury,$ 1.56,2 on sale
International 2016 Autograph: Egor JotM Surkov,$ 0.94,2 on sale
International 2017 Autograph: Du 78 Junnan,$ 0.43,2 on sale
Heroic Blade of Eternal Reign,$ 1.34,7 on sale
Team Pennant: Orange,$ 0.94,2 on sale
Team Pennant: Zenith,$ 0.79,2 on sale
Genuine Dragon's Ascension Loading Screen,$ 1.26,3 on sale
Genuine Shards of the Crystalline Comet,$ 0.47,5 on sale
Heroic Ancient Imbued Spinal Blade,$ 3.14,3 on sale
Hellfire Insurgent,$ 2.96,20 on sale
Auspicious Broken Shackles,$ 0.46,4 on sale
Genuine Pin: Ursa,$ 0.47,1 on sale
Genuine Pin: Abaddon,$ 0.79,2 on sale
Corrupted Ripper's Reel,$ 8.54,3 on sale
Autographed Sigil of the Barrier Rogue,$ 0.6,3 on sale
Autographed Crimson Pique,$ 0.87,6 on sale
Inscribed Piscean Pulverizer,$ 0.41,11 on sale
Autographed Spiteful Djinn,$ 1.41,4 on sale
Autographed Bogmarch Barrel,$ 1.26,3 on sale
Autographed Gauntlets of the Tundra Warden,$ 4.62,1 on sale
Genuine Shadow Flame,$ 0.34,12 on sale
Frozen Gemmed Mitre of the Priest Kings,$ 2.33,1 on sale
Autographed Emerald Conquest,$ 0.63,8 on sale
Autographed Splattering Forcipule,$ 2.29,4 on sale
Malicious Sting,$ 5.61,7 on sale
Autographed Belt of the Red Sands,$ 0.67,2 on sale
Inscribed Nothlic Burden,$ 4.22,13 on sale
Inscribed Drape of the Flowering Shade,$ 0.66,6 on sale
Inscribed Bonkers of Awaleb,$ 1.56,8 on sale
Inscribed Emberbark,$ 1.57,1 on sale
Genuine Grand Boots of the Witch Hunter Templar,$ 3.7,16 on sale
Inscribed Shield of the Eldwurm Crest,$ 0.5,3 on sale
The Rough Rider of Yama Raskav Set,$ 0.79,3 on sale
Inscribed Conduit of the Lightning Lord,$ 0.5,3 on sale
Autographed Muh Keen Gun,$ 2.08,16 on sale
Frozen Spirit of Calm,$ 1.26,2 on sale
Frozen Coronet of the Mortal Coil,$ 0.31,1 on sale
Crown of the Merciless,$ 0.33,7 on sale
Frozen Horns of Malicious Efflorescence,$ 0.31,3 on sale
Lt. Squawkins Rowboat Upgrade,$ 0.39,3 on sale
Heroic Teeth of the Eternal Light,$ 0.47,9 on sale
Inscribed Epitaphic Bonds,$ 0.5,3 on sale
Portfolio of Heroes Triumphant,$ 2.36,6 on sale
Coveted Arms Cache,$ 5.97,2 on sale
Inscribed Thundergod's Bare Arms,$ 2.36,1 on sale
Wicked Bad Voodoo Set,$ 0.37,2 on sale
Inscribed Gauntlets of the Primeval Predator,$ 2.18,2 on sale
Inscribed Shroud of the Shattered Sect,$ 0.77,3 on sale
Prospect of the Progenitor's Gaze,$ 0.58,9 on sale
Inscribed Pack of the Dashing Swordsman,$ 1.38,3 on sale
Inscribed Hood of the Stargazer's Curiosity,$ 1.1,3 on sale
Inscribed Pirate Slayer's Cutlass,$ 1.91,3 on sale
Genuine Mentor of the High Plains Right Tiger Hook,$ 0.35,1 on sale
Autographed Jagged Honor Banner,$ 8.17,12 on sale
Autographed The Hallows Within,$ 9.89,2 on sale
Genuine Concord Dominion,$ 5.11,10 on sale
Horn of the Azurite Warden,$ 0.5,1 on sale
Genuine Spike of Frostbite,$ 0.35,6 on sale
Helm of the Azurite Warden,$ 0.19,2 on sale
Autographed Trove Carafe 2019 Autographed by Chen AMS Juan,$ 2.31,72 on sale
Enchanted Vision,$ 0.79,1 on sale
Inscribed Wraps of a Thousand Faces,$ 0.54,5 on sale
Inscribed Cult of Aktok,$ 1.93,17 on sale
Legacy of a Lost Age - Pterohawk,$ 0.39,3 on sale
Unusual Flightless Dod,$ 9.08,22 on sale
Complete Crown of Sacred Light,$ 3.18,4 on sale
Autographed Pangolin Carapace,$ 1.57,1 on sale
Mischief of the Fae Forager,$ 2.46,18 on sale
Inscribed Wings of the Manticore,$ 0.47,2 on sale
Inscribed Voulge of the Andestian Sentinel,$ 0.96,12 on sale
Autographed Tolling Shadows,$ 1.13,4 on sale
Inscribed Pack of the Woodland Outcast,$ 1.57,1 on sale
Autographed Shards of Exile,$ 6.65,5 on sale
Inscribed Armguards of the Equilibrium,$ 1.32,3 on sale
Autographed Twin Blades of the Imperious Command,$ 0.48,2 on sale
Autographed Armor of the Imperious Command,$ 2.46,1 on sale
Inscribed Belt of the Elemental Imperator,$ 1.26,3 on sale
Autographed Hair of the Imperious Command,$ 0.33,2 on sale
International 2018 Autograph: Aliwi 'w33' Omar,$ 7.39,3 on sale
Corrupted Shock of the Anvil,$ 5.5,5 on sale
Inscribed Shatterblast Core,$ 0.33,14 on sale
The Three Virtues Bundle,$ 0.3,17 on sale
Inscribed Slumbering Terror,$ 0.62,11 on sale
Heroic Desert Gale Arms,$ 0.47,3 on sale
Heroic Crown of Entwined Fate,$ 1.26,4 on sale
International 2017 Autograph: Kaci Aitchison,$ 0.2,2 on sale
Necklaces of the Coastal Kingdom,$ 0.16,11 on sale
Old Ironsides Pauldrons,$ 1.59,4 on sale
Prismatic Grace,$ 0.28,18 on sale
Autographed Rimeheart the Doom Stallion,$ 0.35,2 on sale
Inscribed Blackshield Protodrone Missile Launcher,$ 1.41,5 on sale
Genuine Master Chocobo,$ 0.7,7 on sale
ESL One Frankfurt 2014 Loading Screen,$ 0.36,7 on sale
Lone Traveler's Beret,$ 1.18,5 on sale
Techlabs Moscow Cup 2014 HUD,$ 1.26,3 on sale
Emissary's Blade,$ 0.19,4 on sale
Heroic Dark Ranger's Headdress,$ 0.4,1 on sale
Shoulders of the Fallen Cloak,$ 0.28,6 on sale
Autographed Hearts of Misrule,$ 0.93,7 on sale
Inscribed Fortune of the Five Houses,$ 0.34,15 on sale
Inscribed Carreau's Honor,$ 0.3,4 on sale
Inscribed Feathered Mantle of the Arkturan Talon,$ 0.47,3 on sale
Autographed The Dragon's Soul,$ 1.89,10 on sale
Icewrack's Fist,$ 0.76,10 on sale
Corrupted Catastrophe,$ 8.65,4 on sale
Corrupted Iron Surge,$ 6.23,5 on sale
Autographed Wyrmwrought Flare,$ 0.97,4 on sale
Corrupted Floodmask,$ 6.2,7 on sale
Autographed Flow of the Flowering Shade,$ 1.02,2 on sale
Inscribed Grand Crown of the Gigas,$ 0.78,3 on sale
Inscribed Yonex's Rage,$ 0.86,4 on sale
Inscribed Tail of Chimeric Rapport,$ 1.55,2 on sale
Inscribed Mask of Odocoeleus,$ 0.7,4 on sale
Inscribed Butch,$ 0.79,1 on sale
Autographed The Gates of Nothl,$ 0.85,3 on sale
Outlandish Gourmet,$ 0.96,11 on sale
Iceborn Trinity,$ 0.4,18 on sale
Featherswing,$ 0.81,16 on sale
March of the Powderkeg Patrol,$ 4.38,3 on sale
Order of the Silvered Talon,$ 7.46,8 on sale
Rambling Fatebender,$ 1.38,10 on sale
Spine Splitter,$ 0.18,4 on sale
Tales of the Grey Wastes,$ 4.39,8 on sale
Master Necromancer,$ 1.23,4 on sale
The Plaguemonger,$ 1.25,6 on sale
Genuine Lich Scythe of the Master Necromancer,$ 1.39,1 on sale
Spirethorn Regalia,$ 1.38,9 on sale
Wisdom of the Midnight Sun,$ 4.28,9 on sale
Skyfire Apostate,$ 1.06,8 on sale
Elder Convergence,$ 7.84,7 on sale
Northern Blight,$ 5.37,6 on sale
Flightless Fury,$ 1.36,10 on sale
Enduring Solitude,$ 1.14,15 on sale
Inscribed Steamcape,$ 0.97,8 on sale
Inscribed Wraith of the Winter Revenant,$ 0.64,3 on sale
Autographed Iron Surge,$ 1.49,19 on sale
Inscribed The Song of Swiftguard - Finery,$ 0.85,3 on sale
Inscribed Golem of Dirgesworn Dynasty,$ 0.56,3 on sale
Inscribed Arm of the Dragon's Disciple,$ 0.67,3 on sale
Inscribed Mask of the Freelancer,$ 0.41,6 on sale
Inscribed Sigil of the Barrier Rogue,$ 0.51,3 on sale
Inscribed Ward of the Fatal Bloom,$ 0.77,4 on sale
Autographed Shade of Anguish,$ 0.27,4 on sale
Formed Alloy Set,$ 0.17,9 on sale
Inscribed Blade of the Partisan Guard,$ 0.59,3 on sale
Inscribed Off-Hand Blade of the Partisan Guard,$ 0.59,3 on sale
Inscribed Robe of the Plaguemonger,$ 0.78,3 on sale
Inscribed Naginata of the Allure Off-Hand,$ 0.62,2 on sale
Autographed Helm of the Ferocious Heart,$ 0.68,3 on sale
Edge of Extinction,$ 0.47,8 on sale
Inscribed Top Hat of the Occultist's Pursuit,$ 2.66,2 on sale
Harsh Sojourn,$ 5.69,14 on sale
Autographed Trail of the Fearful Aria,$ 1.09,5 on sale
The Dwarf Engineer,$ 0.89,16 on sale
Crown of the Rime Lord,$ 0.2,8 on sale
Treasure of the Mender's Palm,$ 0.34,83 on sale
Order of the Wandering Flame,$ 1.82,5 on sale
Corrupted Primal Form of the Tentacular Timelord,$ 4.72,2 on sale
Black Ice Scourge,$ 1.55,14 on sale
Inscribed Provocation of Ruin Ward,$ 6.13,5 on sale
Inscribed Flight of Epiphany,$ 0.26,9 on sale
Autograph: Oleg 'prb' Bulavko,$ 0.33,1 on sale
Treasure Redemption Token,$ 7.84,10 on sale
Autographed Magnificent Flame,$ 1.91,12 on sale
Relentless Warbringer,$ 5,1 on sale
Gloves of the Hunt Eternal,$ 0.18,4 on sale
Complete Feathered Hat of the Corridan Maestro,$ 0.23,3 on sale
Loading Screen of the Complete Corridan Maestro,$ 0.2,3 on sale
Northern Blight Belt,$ 0.18,5 on sale
Helm of the Lionsguard,$ 0.23,13 on sale
Crawlers of the Frostbite Dunes,$ 0.85,3 on sale
Master Artificer's Hammer,$ 0.66,22 on sale
Corrupted Paragon's Rebuke,$ 7.07,2 on sale
Autographed Bow of the Lone Traveler,$ 0.9,15 on sale
Crown of the Wintermoon,$ 0.21,11 on sale
Shotgun Sling of the Darkbrew Enforcer,$ 3.79,15 on sale
Inscribed Mark of the First Hunt,$ 0.57,16 on sale
Frost of Elder Convergence,$ 0.37,19 on sale
Inscribed Armguards of Twisted Maelstrom,$ 0.62,4 on sale
Blueheart Tails,$ 0.17,11 on sale
Inscribed Cog of the Mechanised Pilgrim,$ 0.62,4 on sale
Confidant of the Saccharine Saboteur,$ 3.81,11 on sale
Inscribed Stuntwood Sanctuary,$ 0.37,16 on sale
Inscribed Wings of the Valkyrie,$ 0.45,6 on sale
Inscribed Shoulders of the Valkyrie,$ 0.78,5 on sale
Inscribed Dress of the Allure,$ 0.78,3 on sale
Heroic Doubly Braided Beard,$ 4.09,1 on sale
Inscribed Bracers of the Tipsy Brawler,$ 1.14,3 on sale
Inscribed Crests of Polymorphia,$ 2.42,2 on sale
Inscribed Mantle of the Smoldering Sage,$ 1.04,4 on sale
Inscribed Red Dragon Shoulders,$ 1.79,2 on sale
Inscribed Pauldron of the Barrier Rogue,$ 2.1,2 on sale
Autographed Style of the Fervent Conscript,$ 0.75,3 on sale
Raiments of Twilight Shade,$ 3.67,3 on sale
Flight of the Marauding Pyro,$ 1.89,1 on sale
Inscribed Reminiscence of Dreams,$ 2.83,2 on sale
Magister of the Narrow Fates,$ 2.24,6 on sale
Compact of the Guardian Construct,$ 2.99,8 on sale
The Path of Odocoeleus,$ 6.98,8 on sale
Corrupted Icewrack's Fist,$ 7.95,3 on sale
Cruel Reprisal,$ 1.38,16 on sale
Corrupted Twisted Ghostblade of the Frozen Apostle,$ 2.81,7 on sale
Inscribed Shagbark,$ 0.31,3 on sale
Radiant Crystal Haul,$ 0.31,2 on sale
Sempiternal Revelations Belt,$ 0.24,13 on sale
DotaCinema HUD,$ 0.24,3 on sale
Inscribed Little Green Jade Dragon,$ 1.08,3 on sale
Inscribed Redpaw,$ 0.27,1 on sale
JanJou,$ 0.76,2 on sale
Inscribed Whalehook,$ 1.95,25 on sale
Midnight Locks,$ 0.42,3 on sale
Exponent of the Endless Stars,$ 1.34,29 on sale
Northern Blight Spirits,$ 0.37,2 on sale
Golden International 2015 Autograph: 'Ams',$ 5.4,10 on sale
Inscribed Totem of the Forest Hermit,$ 0.89,3 on sale
Combine of the Loomkeeper,$ 1.39,18 on sale
Inscribed Doomling,$ 1.4,9 on sale
Baekho,$ 1.84,14 on sale
Genuine Red General's Soul Splitter,$ 1.16,8 on sale
Inscribed Mantle of the Whispered Bond,$ 1.11,25 on sale
Autographed Peregrine Flight,$ 1.4,10 on sale
Autographed Golden Bloodfeather Feast,$ 1.97,14 on sale
Inscribed Incandescent Liturgy,$ 1.18,3 on sale
Inscribed Lumberclaw,$ 1.26,1 on sale
Inscribed Umbral Descent,$ 1.24,2 on sale
Enveloping Despair,$ 0.55,11 on sale
Inscribed Oath of the Afflicted Soul,$ 1.26,1 on sale
Inscribed Vespertine Guard,$ 2.36,2 on sale
Inscribed Wrath of the Hellrunner,$ 0.78,3 on sale
Lord of Chronoptic Synthesis,$ 1.41,5 on sale
Frost Auburn Hideaway,$ 0.58,44 on sale
Inscribed Tools of the Final Utterance,$ 1.73,1 on sale
Elemental Realms,$ 1.57,6 on sale
Infused Slab of Erupting Wrath,$ 0.23,4 on sale
Powdersled Rookery Spleen,$ 0.43,5 on sale
Powdersled Rookery Squee,$ 0.32,2 on sale
Armor of the Arctic Hall,$ 0.33,14 on sale
Coat of the Forgotten Renegade,$ 0.47,10 on sale
Head of the Odobenus One,$ 0.26,12 on sale
Hook of the Odobenus One,$ 0.17,10 on sale
Hair of Black Ice Scourge,$ 0.72,18 on sale
Frozen Spike of Frostbite,$ 0.16,1 on sale
Blade of the Dark Reservoir,$ 0.6,20 on sale
Effigy Block of Frost,$ 0.17,2 on sale
Monty,$ 0.34,15 on sale
Inscribed Guard of the Tundra Warden,$ 0.28,9 on sale
Inscribed 4X Multicast Ignites,$ 0.94,12 on sale
Inscribed Salvaged Sword and Board,$ 0.16,8 on sale
Inscribed Echo the Locator,$ 0.71,4 on sale
Inscribed Pike of the Sunken Gaoler,$ 0.55,2 on sale
